property_id,lat,lng,addr_street,suburb,number_of_houses,number_of_units,municipality,population,aus_born_perc,median_income,median_house_price,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag
40616,-37.695778,145.077106,41 Boston Road,BUNDOORA,8943.0,3243.0,Whittlesea,24119.0,69%,"$1,172","$876,900",WODONGA,19984,1.789493,42.0,1
75263,-37.891906,145.05938700000004,51 Elliott Avenue,CARNEGIE,4596.0,5791.0,Glen Eira,30031.0,64%,"$1,287","$1,406,500",MELBOURNE,19920,0.63458,20.0,1
6650,-37.778917,144.81760400000005,35 Hutchinson Street,ALBION,1389.0,1392.0,Brimbank,30677.0,52%,$929,"$739,100",MOIRA,20004,0.640305,23.0,1
68557,-37.854848,145.021555,5 Baldwin Street,ARMADALE,2838.0,3841.0,Stonnington,8428.0,73%,"$1,713","$1,925,900",BRIMBANK,19945,0.265128,16.0,1
26078,-37.571997,144.922088,24 Cradle Mountain Drive,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,3.811389,41.0,1
15784,-37.734963,144.882361,51 Haldane Road,NIDDRIE,2198.0,1140.0,Moonee Valley,13979.0,69%,"$1,204","$1,148,000",MANSFIELD,20036,3.659338,19.0,1
88743,-37.94989,145.050503,29 Sandford Street,HIGHETT,3939.0,2524.0,Bayside,9299.0,73%,"$1,384","$1,355,400",GREATER DANDENONG,19872,0.774998,37.0,1
22530,-37.75345612,144.95207209999995,3 Clarendon Street,COBURG,10323.0,4557.0,Moreland,29021.0,63%,"$1,268","$1,129,500",MOONEE VALLEY,19966,0.865811,21.0,1
40909,-37.68523,145.05260900000005,6 Blau Street,BUNDOORA,8943.0,3243.0,Whittlesea,24119.0,69%,"$1,172","$876,900",WODONGA,20007,3.420402,46.0,1
69264,-37.844271,145.033206,690 Toorak Road,MALVERN,3622.0,3241.0,Stonnington,10201.0,78%,"$2,047","$2,337,300",BAW BAW,19910,0.484299,no direct trip is available,0
48852,-37.800258,145.03358400000005,99 Peel Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,2.374217,12.0,1
82949,-37.8921585,145.21611090000005,34 Berrabri Drive,SCORESBY,2159.0,206.0,Knox,5872.0,75%,"$1,486","$1,027,200",YARRIAMBIACK,19873,4.953401,no direct trip is available,0
39120,-37.751318,145.033856,118 Liberty Parade,BELLFIELD,738.0,119.0,Banyule,13096.0,74%,$938,"$994,800",MITCHELL,19933,2.205845,30.0,1
80717,-37.97424316,145.21464540000005,10A Godfrey Crescent,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.802879,46.0,1
11978,-37.720023,144.767588,1 Danthonia Street,DELAHEY,2193.0,541.0,Brimbank,27356.0,64%,"$1,491","$648,400",BULOKE,20000,2.181911,34.0,1
19788,-37.675627,144.897989,59 Kenny Street,WESTMEADOWS,2446.0,596.0,Hume,8623.0,74%,"$1,388","$684,900",LODDON,20030,2.076567,32.0,1
11847,-37.71118927,144.823288,4 Hill Court,KEILOR,2226.0,442.0,Brimbank,6503.0,76%,"$1,541","$1,047,100",ARARAT,20001,3.290178,31.0,1
77659,-37.93543,145.197375,2 Scotsburn Close,MULGRAVE,7213.0,1477.0,Monash,22093.0,60%,"$1,348","$1,022,600",MACEDON RANGES,19891,3.834278,38.0,1
59993,-37.823702,145.194477,433 Mitcham Road,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19900,0.670783,31.0,1
44732,-37.68300247,145.1090698,25 Miowera Green,GREENSBOROUGH,7426.0,2533.0,Banyule,26045.0,83%,"$1,524","$984,000",GLEN EIRA,19985,2.333397,46.0,1
26236,-37.581873,144.93286,28 Ballarat Court,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,2.404188,41.0,1
54560,-37.817346,145.040716,5 Edward Street,HAWTHORN,5753.0,11459.0,Boroondara,19166.0,72%,"$1,627","$2,103,800",YARRA,19904,0.593196,12.0,1
89530,-37.94809,145.015703,41 Grange Road,SANDRINGHAM,3340.0,2563.0,Bayside,8146.0,79%,"$1,836","$1,785,000",PYRENEES,19948,1.009302,no direct trip is available,0
46421,-37.695835,145.172868,101 Kalbar Road,ELTHAM,6040.0,1782.0,Nillumbik,28827.0,85%,"$1,923","$1,178,700",FRANKSTON,19988,2.809786,56.0,1
59990,-37.822147,145.185705,43 Rooks Road,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19900,0.71828,31.0,1
29612,-37.782255,144.994773,18a Cunningham Street,NORTHCOTE,8461.0,5349.0,Darebin,21000.0,69%,"$1,563","$1,630,800",MURRINDINDI,20019,0.234087,25.0,1
64000,-37.779823,145.304217,24 Bambra Street,CROYDON,9705.0,5573.0,Maroondah,37491.0,81%,"$1,267","$902,900",CARDINIA,19877,0.905135,46.0,1
289,-37.79778671,144.8843842,126 Eleanor Street,FOOTSCRAY,5286.0,6864.0,Maribyrnong,16926.0,49%,"$1,181","$869,400",WHITTLESEA,20023,0.455297,15.0,1
50861,-37.789649,145.138992,16 Burilla Avenue,DONCASTER,7598.0,4243.0,Manningham,17447.0,58%,"$1,242","$1,446,200",MORELAND,19897,3.468703,27.0,1
57572,-37.813951,145.161059,12 Hartigan Street,BLACKBURN,4821.0,2501.0,Whitehorse,27564.0,75%,"$1,387","$1,485,900",GREATER GEELONG,19898,1.18639,26.0,1
82853,-37.902036,145.27040300000004,65 Fairway Drive,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.144916,46.0,1
28649,-37.800285,144.990398,56 Palmer Street,COLLINGWOOD,2122.0,4470.0,Yarra,5113.0,60%,"$1,278","$1,275,000",MOONEE VALLEY,19975,0.377966,18.0,1
33386,-37.698,145.024999,1 San Leandro Drive,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20008,1.206595,44.0,1
28760,-37.80596542,144.99542240000005,102 Charles Street,ABBOTSFORD,2304.0,4706.0,Yarra,4025.0,68%,"$1,797","$1,299,400",BANYULE,19976,0.217534,17.0,1
93969,-38.068788,145.123909,5 Ilma Grove,BONBEACH,2249.0,1613.0,Kingston,19121.0,76%,"$1,179","$1,114,700",QUEENSCLIFFE,19858,0.692024,58.0,1
71761,-37.840903,145.222182,7 Juniper Road,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,2.414603,37.0,1
63242,-37.799283,145.26292800000004,1/14 Beaufort Road,CROYDON,9705.0,5573.0,Maroondah,37491.0,81%,"$1,267","$902,900",CARDINIA,19878,1.612137,42.0,1
60522,-37.83535,145.194017,17 Tilson Drive,VERMONT,3636.0,1030.0,Whitehorse,20802.0,71%,"$1,459","$1,186,300",CENTRAL GOLDFIELDS,19900,1.938597,31.0,1
82902,-37.909975,145.274155,8 Rosebank Court,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19867,3.507734,49.0,1
77792,-37.927875,145.185303,25 Southampton Drive,MULGRAVE,7213.0,1477.0,Monash,22093.0,60%,"$1,348","$1,022,600",MACEDON RANGES,19913,3.690353,36.0,1
84888,-37.88204575,144.9929352,34 Burns Street,ELWOOD,3628.0,8403.0,Port Phillip,12829.0,72%,"$1,715","$1,874,000",MORELAND,19955,0.712698,no direct trip is available,0
48134,-37.805357,145.041319,23 Hillcrest Avenue,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,1.843938,12.0,1
4159,-37.839088,144.867013,16 Gordon Street,NEWPORT,5240.0,1816.0,Hobsons Bay,14791.0,74%,"$1,626","$1,197,100",MANSFIELD,19994,1.513081,no direct trip is available,0
53400,-37.819831,145.00571599999995,5 Hunter Street,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19906,0.87546,8.0,1
95288,-37.899285,145.044479,245 Grange Road,ORMOND,2378.0,2357.0,Glen Eira,17630.0,72%,"$1,538","$1,746,300",MOIRA,19941,0.611321,27.0,1
649,-37.801636,144.90538999999995,22 Whitehall Street,FOOTSCRAY,5286.0,6864.0,Maribyrnong,16926.0,49%,"$1,181","$869,400",WHITTLESEA,20025,0.202288,10.0,1
81439,-37.977824,145.201433,63 Jones Road,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19889,0.864106,42.0,1
49872,-37.77352142,145.0984497,12 Ralph Street,BULLEEN,4269.0,979.0,Manningham,10590.0,58%,"$1,225","$1,322,600",MARIBYRNONG,19935,3.794245,34.0,1
78983,-37.960427,145.148101,33 Moncur Avenue,SPRINGVALE,6280.0,4315.0,Greater Dandenong,18147.0,36%,$884,"$895,800",GREATER BENDIGO,19913,1.302973,36.0,1
55951,-37.828987,145.07028400000004,8 Griffin Street,CAMBERWELL,7459.0,4358.0,Boroondara,15537.0,77%,"$2,122","$2,235,400",MELBOURNE,19852,0.285902,19.0,1
72108,-37.85588900000001,145.26671100000004,19 Edward Street,BAYSWATER,4737.0,3089.0,Knox,19945.0,77%,"$1,186","$865,500",INDIGO,19870,1.581106,41.0,1
93111,-38.014424,145.096473,28 Mill Street,ASPENDALE,2432.0,1048.0,Kingston,24045.0,76%,"$1,492","$1,424,900",YARRIAMBIACK,19863,1.165935,48.0,1
14564,-37.74513,144.920402,5 Woodvale Close,ESSENDON,6869.0,5592.0,Moonee Valley,22442.0,81%,"$1,571","$1,550,000",NILLUMBIK,20036,0.236293,19.0,1
77648,-37.932869,145.192922,2 Maracana Court,MULGRAVE,7213.0,1477.0,Monash,22093.0,60%,"$1,348","$1,022,600",MACEDON RANGES,19891,3.728607,38.0,1
82930,-37.909222,145.252002,9 Valleyview Drive,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,4.880702,46.0,1
77449,-37.92487717,145.19764709999995,12 Manna Court,MULGRAVE,7213.0,1477.0,Monash,22093.0,60%,"$1,348","$1,022,600",MACEDON RANGES,19891,4.662626,38.0,1
65608,-37.787415,145.318602,10 Cardigan Road,MOOROOLBARK,7655.0,1413.0,Yarra Ranges,18998.0,80%,"$1,360","$874,500",WEST WIMMERA,19877,0.620929,46.0,1
30686,-37.754917,144.983273,13 Hill Street,THORNBURY,6018.0,4275.0,Darebin,16671.0,63%,"$1,275","$1,361,700",LATROBE,20014,1.346527,31.0,1
65575,-37.78832,145.308314,1/199-201 Lincoln Road,MOOROOLBARK,7655.0,1413.0,Yarra Ranges,18998.0,80%,"$1,360","$874,500",WEST WIMMERA,19877,0.536094,46.0,1
37471,-37.650136,145.055666,49 Calendula Circuit,EPPING,13368.0,3047.0,Whittlesea,19624.0,73%,"$1,283","$673,200",FRANKSTON,45795,1.007685,54.0,1
55023,-37.849964,145.089356,1310  Toorak Road,CAMBERWELL,7459.0,4358.0,Boroondara,15537.0,77%,"$2,122","$2,235,400",MELBOURNE,19849,0.797568,25.0,1
30180,-37.7844416,144.9971825,5/4 Urquhart St,NORTHCOTE,8461.0,5349.0,Darebin,21000.0,69%,"$1,563","$1,630,800",MURRINDINDI,20019,0.441686,25.0,1
31907,-37.747535,145.01038300000005,14 Young Street,PRESTON,11418.0,7672.0,Darebin,27067.0,63%,"$1,155","$1,075,700",BOROONDARA,20013,0.926679,33.0,1
72140,-37.849009,145.27017,2 Farnham Road,BAYSWATER,4737.0,3089.0,Knox,19945.0,77%,"$1,186","$865,500",INDIGO,19870,0.829757,41.0,1
46265,-37.718055,145.114432,82 Para Road,MONTMORENCY,3368.0,1434.0,Banyule,8154.0,87%,"$1,457","$1,111,000",PORT PHILLIP,19986,0.69527,48.0,1
9923,-37.78974152,144.9238892,10/29 Bendall Street,KENSINGTON,3940.0,4804.0,Melbourne,14523.0,62%,"$1,401","$1,202,200",SOUTH GIPPSLAND,20040,0.522155,10.0,1
53237,-37.829741,144.997709,4 Willis Street,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19907,0.376192,no direct trip is available,0
82421,-37.997165,145.23893,8 Fugosia Street,DOVETON,3150.0,953.0,Casey,9801.0,59%,$819,"$602,200",HINDMARSH,19888,2.68437,46.0,1
55393,-37.838044,145.058737,26 Sunnyside Avenue,CAMBERWELL,7459.0,4358.0,Boroondara,15537.0,77%,"$2,122","$2,235,400",MELBOURNE,19851,1.048861,21.0,1
3459,-37.81663132,144.8713379,39 Gent Street,YARRAVILLE,5855.0,2072.0,Maribyrnong,11645.0,67%,"$1,583","$1,148,100",MITCHELL,19996,1.637595,no direct trip is available,0
58678,-37.812325,145.179956,2 McCulloch Street,NUNAWADING,4033.0,2270.0,Whitehorse,20796.0,70%,"$1,202","$1,171,100",STONNINGTON,19899,1.023473,28.0,1
9426,-37.843349,144.73922,25 Birchmore Circuit,TRUGANINA,12111.0,961.0,Wyndham,39324.0,74%,"$1,402","$680,500",CENTRAL GOLDFIELDS,46468,3.038947,no direct trip is available,0
91621,-37.983552,145.046187,4 Mariemont Avenue,BEAUMARIS,5041.0,1732.0,Bayside,17536.0,79%,"$1,845","$1,882,800",TOWONG,19865,1.675754,43.0,1
88993,-37.952823,145.022333,7 Frances Street,HIGHETT,3939.0,2524.0,Bayside,9299.0,73%,"$1,384","$1,355,400",GREATER DANDENONG,19948,1.58443,no direct trip is available,0
44611,-37.718331,145.109223,208 Hickling Avenue,GREENSBOROUGH,7426.0,2533.0,Banyule,26045.0,83%,"$1,524","$984,000",GLEN EIRA,19986,1.133948,48.0,1
45757,-37.71843300000001,145.11433300000004,1/78 Para Road,MONTMORENCY,3368.0,1434.0,Banyule,8154.0,87%,"$1,457","$1,111,000",PORT PHILLIP,19986,0.722471,48.0,1
29477,-37.77740097,144.9971619,151 Charles Street,NORTHCOTE,8461.0,5349.0,Darebin,21000.0,69%,"$1,563","$1,630,800",MURRINDINDI,20017,0.371928,26.0,1
72085,-37.842051,145.25288600000005,17 Larne Avenue,BAYSWATER,4737.0,3089.0,Knox,19945.0,77%,"$1,186","$865,500",INDIGO,19870,1.341105,41.0,1
7761,-37.780136,144.807266,19 North Street,ARDEER,1263.0,335.0,Brimbank,10176.0,46%,$895,"$663,400",SWAN HILL,20004,1.558914,23.0,1
44767,-37.707455,145.089116,27 Doris Street,GREENSBOROUGH,7426.0,2533.0,Banyule,26045.0,83%,"$1,524","$984,000",GLEN EIRA,19984,0.609731,42.0,1
9444,-37.845454,144.736744,28 Fleur Way,TRUGANINA,12111.0,961.0,Wyndham,39324.0,74%,"$1,402","$680,500",CENTRAL GOLDFIELDS,46468,2.875543,no direct trip is available,0
51769,-37.8097438,145.2139764,11-13 Glenvale Road,DONVALE,4065.0,1346.0,Manningham,10274.0,74%,"$1,614","$1,498,500",CASEY,19901,1.02408,32.0,1
74728,-37.898916,145.064397,197 Murrumbeena Road,MURRUMBEENA,2947.0,2728.0,Glen Eira,30031.0,64%,"$1,287","$1,574,000",MOIRA,19919,1.005066,22.0,1
21812,-37.751172,144.96090900000004,11 Linda Street,COBURG,10323.0,4557.0,Moreland,29021.0,63%,"$1,268","$1,129,500",MOONEE VALLEY,19966,0.377449,21.0,1
89895,-37.971189,145.046699,111 Weatherall Rd,CHELTENHAM,8087.0,5856.0,Kingston,18907.0,74%,"$1,233","$1,167,300",YARRA RANGES,19866,0.854958,40.0,1
47423,-37.707497,145.17046499999995,65 Frank Street,ELTHAM,6040.0,1782.0,Nillumbik,28827.0,85%,"$1,923","$1,178,700",FRANKSTON,19987,2.10479,52.0,1
39878,-37.69626,145.038577,18 Warrenwood Place,BUNDOORA,8943.0,3243.0,Whittlesea,24119.0,69%,"$1,172","$876,900",WODONGA,20008,2.356273,44.0,1
46539,-37.719499,145.152573,127 Bridge Street,ELTHAM,6040.0,1782.0,Nillumbik,28827.0,85%,"$1,923","$1,178,700",FRANKSTON,19987,0.783335,52.0,1
20440,-37.758926,144.955427,123 Tinning Street,BRUNSWICK,8835.0,8041.0,Moreland,20155.0,62%,"$1,433","$1,265,800",MARIBYRNONG,19967,0.529633,18.0,1
50551,-37.756966,145.133799,33A Hakea Street,TEMPLESTOWE,5734.0,1487.0,Manningham,16180.0,64%,"$1,789","$1,759,800",MOUNT ALEXANDER,19986,4.76293,48.0,1
53850,-37.813462,144.99436799999995,84 York Street,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19978,0.307379,14.0,1
70816,-37.889942,145.099632,5 Meadows Court,CHADSTONE,3244.0,1608.0,Monash,12357.0,65%,"$1,234","$1,217,700",MELTON,19917,1.528919,26.0,1
52152,-37.832338,144.997698,11 Prince Patrick Street,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19907,0.66334,no direct trip is available,0
32049,-37.747011,145.00374,17 Seymour Street,PRESTON,11418.0,7672.0,Darebin,27067.0,63%,"$1,155","$1,075,700",BOROONDARA,20013,0.354383,33.0,1
9548,-37.856301,144.716258,44 Tennyson Drive,TRUGANINA,12111.0,961.0,Wyndham,39324.0,74%,"$1,402","$680,500",CENTRAL GOLDFIELDS,46468,3.129176,no direct trip is available,0
62267,-37.83060800000001,145.225287,71 Maidstone Street,RINGWOOD,6350.0,4648.0,Maroondah,28808.0,79%,"$1,393","$1,024,000",MACEDON RANGES,19902,1.670423,34.0,1
81881,-37.993478,145.23543700000005,19 Matipo Street,DOVETON,3150.0,953.0,Casey,9801.0,59%,$819,"$602,200",HINDMARSH,19888,2.289247,46.0,1
6926,-37.78746033,144.84562680000005,69 Duke st,SUNSHINE,4031.0,1779.0,Brimbank,30677.0,52%,$929,"$883,700",KNOX,20021,1.127898,20.0,1
82613,-37.906274,145.257257,18 Macgregor Court,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,4.315555,46.0,1
50795,-37.789396,145.113626,13 Edith Court,DONCASTER,7598.0,4243.0,Manningham,17447.0,58%,"$1,242","$1,446,200",MORELAND,20042,3.390294,22.0,1
80836,-37.982981,145.21712,15 King Street,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.012827,46.0,1
62112,-37.821486,145.240126,57 Heathmont Road,RINGWOOD,6350.0,4648.0,Maroondah,28808.0,79%,"$1,393","$1,024,000",MACEDON RANGES,19871,0.854866,37.0,1
89890,-37.967959,145.0677,11 Tenham Grove,CHELTENHAM,8087.0,5856.0,Kingston,18907.0,74%,"$1,233","$1,167,300",YARRA RANGES,19866,1.162494,40.0,1
23164,-37.723417,144.954812,79 Shorts Road,COBURG NORTH,3269.0,947.0,Moreland,29021.0,63%,"$1,268","$909,700",MOONEE VALLEY,19963,0.635703,27.0,1
73149,-37.849336,145.286955,2 Debson Close,BORONIA,8285.0,4281.0,Knox,20314.0,79%,"$1,162","$832,500",TOWONG,19869,1.257825,44.0,1
49078,-37.813688,145.07331299999996,16 Reid Street,BALWYN,4589.0,2796.0,Boroondara,13849.0,71%,"$1,563","$2,551,100",HOBSONS BAY,19893,1.388724,20.0,1
22593,-37.741831,144.961021,31 Mayfield Street,COBURG,10323.0,4557.0,Moreland,29021.0,63%,"$1,268","$1,129,500",MOONEE VALLEY,19965,0.211691,23.0,1
21345,-37.757339,144.968612,52 Davies Street,BRUNSWICK,8835.0,8041.0,Moreland,20155.0,62%,"$1,433","$1,265,800",MARIBYRNONG,19966,0.676719,21.0,1
70086,-37.870417,145.104746,43 Cleveland Road,ASHWOOD,2378.0,1176.0,Monash,12420.0,73%,"$1,469","$1,436,500",DAREBIN,19840,0.736398,no direct trip is available,0
19216,-37.690933,144.932743,8 Smiley Road,BROADMEADOWS,4395.0,1983.0,Hume,18510.0,58%,$762,"$565,700",WODONGA,20030,1.451884,32.0,1
94938,-37.9200985,145.0338503,17 Mavho Street,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19939,0.406037,30.0,1
67573,-37.75769,145.337715,54 Albert Hill Road,LILYDALE,5989.0,2379.0,Yarra Ranges,13615.0,82%,"$1,284","$908,900",FRANKSTON,19876,0.912304,51.0,1
7956,-37.779119,144.797797,97 Blanche Street,ARDEER,1263.0,335.0,Brimbank,10176.0,46%,$895,"$663,400",SWAN HILL,20004,2.372957,23.0,1
25939,-37.57658386,144.93563840000004,21 Canisby Way,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,2.889446,41.0,1
35449,-37.712207,145.018742,69 Whitelaw Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,0.94349,41.0,1
73083,-37.866632,145.269,18 Patrick Court,BORONIA,8285.0,4281.0,Knox,20314.0,79%,"$1,162","$832,500",TOWONG,19869,1.517039,44.0,1
57903,-37.813933,145.159087,26 Maple Street,BLACKBURN,4821.0,2501.0,Whitehorse,27564.0,75%,"$1,387","$1,485,900",GREATER GEELONG,19898,1.050453,26.0,1
2069,-37.789099,144.88050800000005,26 Howard Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW BAW,20023,1.476889,15.0,1
37301,-37.637999,145.052345,32 Dransfield Way,EPPING,13368.0,3047.0,Whittlesea,19624.0,73%,"$1,283","$673,200",FRANKSTON,45795,1.794227,54.0,1
19755,-37.67766571,144.8983002,47 Raleigh Street,WESTMEADOWS,2446.0,596.0,Hume,8623.0,74%,"$1,388","$684,900",LODDON,20030,1.970993,32.0,1
31061,-37.764225,145.017962,284 Rathmines Street,THORNBURY,6018.0,4275.0,Darebin,16671.0,63%,"$1,275","$1,361,700",LATROBE,19930,1.66637,26.0,1
93909,-38.058613,145.129205,36 Troy Street,BONBEACH,2249.0,1613.0,Kingston,19121.0,76%,"$1,179","$1,114,700",QUEENSCLIFFE,19859,0.964053,56.0,1
63607,-37.812213,145.281151,157 EASTFIELD ROAD,CROYDON,9705.0,5573.0,Maroondah,37491.0,81%,"$1,267","$902,900",CARDINIA,19878,1.868093,42.0,1
75820,-37.89808,145.09758100000005,17 Grant Street,OAKLEIGH,3155.0,1636.0,Monash,16280.0,65%,"$1,340","$1,301,400",WANGARATTA,19917,0.853575,26.0,1
40969,-37.68411,145.066794,6 Tarata Court,BUNDOORA,8943.0,3243.0,Whittlesea,24119.0,69%,"$1,172","$876,900",WODONGA,19984,3.342734,42.0,1
38638,-37.772721,145.038501,15 Rockbeare Grove,IVANHOE,4147.0,2613.0,Banyule,14278.0,77%,"$1,709","$1,560,600",BASS COAST,19932,0.249628,29.0,1
28979,-37.806248,144.993962,30 Raphael Street,ABBOTSFORD,2304.0,4706.0,Yarra,4025.0,68%,"$1,797","$1,299,400",BANYULE,19976,0.192604,17.0,1
7597,-37.735731,144.82601100000005,63 Driscolls Road,KEALBA,1111.0,142.0,Brimbank,54005.0,46%,$907,"$704,200",BASS COAST,20002,2.501095,28.0,1
10374,-37.782716,144.926285,3/2 Chatham Street,FLEMINGTON,1877.0,3086.0,Moonee Valley,14523.0,62%,"$1,401","$1,069,400",WHITTLESEA,20040,0.565408,10.0,1
24818,-37.671732,144.953886,7 Augusta Avenue,CAMPBELLFIELD,2830.0,1163.0,Hume,5480.0,48%,$786,"$588,600",STRATHBOGIE,19960,0.890301,34.0,1
8078,-37.72723389,144.7616119,13 Parkes Way,BURNSIDE HEIGHTS,1598.0,121.0,Melton,14107.0,57%,"$1,423","$808,400",WODONGA,20001,2.837638,31.0,1
31152,-37.761129,145.025227,333 Raleigh Street,THORNBURY,6018.0,4275.0,Darebin,16671.0,63%,"$1,275","$1,361,700",LATROBE,19932,1.931537,29.0,1
65625,-37.777356,145.34278999999995,10 Regal Terrace,MOOROOLBARK,7655.0,1413.0,Yarra Ranges,18998.0,80%,"$1,360","$874,500",WEST WIMMERA,19876,2.469224,51.0,1
14574,-37.745467,144.90346100000005,50 King Street,ESSENDON,6869.0,5592.0,Moonee Valley,22442.0,81%,"$1,571","$1,550,000",NILLUMBIK,20036,1.550599,19.0,1
55916,-37.8431,145.08897,70 Through Road,CAMBERWELL,7459.0,4358.0,Boroondara,15537.0,77%,"$2,122","$2,235,400",MELBOURNE,19850,1.182959,23.0,1
88614,-37.948146,145.039109,2/475 Highett Road,HIGHETT,3939.0,2524.0,Bayside,9299.0,73%,"$1,384","$1,355,400",GREATER DANDENONG,19872,0.244501,37.0,1
12465,-37.709135,144.765372,18 Corama Court,SYDENHAM,2811.0,1400.0,Brimbank,27356.0,64%,"$1,491","$658,000",HEPBURN,20000,1.181573,34.0,1
61260,-37.775036,145.254625,13 Kelly Court,WARRANWOOD,1338.0,178.0,Maroondah,28808.0,79%,"$1,393","$1,309,600",MACEDON RANGES,19878,3.221551,42.0,1
24936,-37.587167,144.91581399999995,1/2 Marathon Boulevard,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,2.923263,41.0,1
38428,-37.784767,145.0174145,7/B Park Crescent,FAIRFIELD,2113.0,1694.0,Darebin,9227.0,73%,"$1,538","$1,615,300",NILLUMBIK,19930,0.624511,26.0,1
73737,-37.867051,145.284067,47 Pine Crescent,BORONIA,8285.0,4281.0,Knox,20314.0,79%,"$1,162","$832,500",TOWONG,19869,0.735136,44.0,1
14426,-37.74525833,144.9137268,4 Wentworth Avenue,ESSENDON,6869.0,5592.0,Moonee Valley,22442.0,81%,"$1,571","$1,550,000",NILLUMBIK,20036,0.670944,19.0,1
90743,-37.95497,145.06618400000005,48 Fairview Avenue,CHELTENHAM,8087.0,5856.0,Kingston,18907.0,74%,"$1,233","$1,167,300",YARRA RANGES,19866,1.652757,40.0,1
70662,-37.878324,145.095807,23 Thurloo Street,CHADSTONE,3244.0,1608.0,Monash,12357.0,65%,"$1,234","$1,217,700",MELTON,19839,0.628454,no direct trip is available,0
22644,-37.745261,144.976199,35 Gladstone Street,COBURG,10323.0,4557.0,Moreland,29021.0,63%,"$1,268","$1,129,500",MOONEE VALLEY,19965,1.177842,23.0,1
27553,-37.590639,144.920401,7 Crawley Court,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,2.373741,41.0,1
18271,-37.693588,144.926904,16 Keith Crescent,BROADMEADOWS,4395.0,1983.0,Hume,18510.0,58%,$762,"$565,700",WODONGA,20031,0.988659,30.0,1
8895,-37.88281,144.755686,158 Shane Avenue,SEABROOK,1452.0,264.0,Hobsons Bay,29313.0,67%,"$1,221","$739,400",MACEDON RANGES,46468,1.612683,no direct trip is available,0
83835,-37.8558943,145.001246,3 Fern Avenue,WINDSOR,2201.0,4448.0,Stonnington,17776.0,66%,"$1,560","$1,629,600",MAROONDAH,19957,0.809743,no direct trip is available,0
29307,-37.765647,144.998433,12 Gladstone Avenue,NORTHCOTE,8461.0,5349.0,Darebin,21000.0,69%,"$1,563","$1,630,800",MURRINDINDI,20015,0.210467,29.0,1
59199,-37.810623,145.208557,1 Nara Road,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19901,0.993159,32.0,1
